path	class	sha256
.lovable/plan/estimating-architecture-audit-5-10-contractor-pilot-readines-2026-08-18.md	RECONSTRUCTED_ADDED_LINES	5f44282c8a584cfa5bfc852c86c249b21bdcd7b836381908e64fc03015c7ed4b
.lovable/plan/fix-replace-wording-lost-cabinet-detail-and-non-durable-remo-2026-08-18.md	RECONSTRUCTED_ADDED_LINES	86c30298a15e80ce31672d10f3f37b72417d0c2039632409754a8a7068c74a6d
.lovable/plan/forensic-audit-convert-to-detailed-estimate-read-only-2026-08-24.md	RECONSTRUCTED_ADDED_LINES	22a65fe497c0d20213979fd615ab8e9b9dc12978052f27caa11b62b20698781a
.lovable/plan/read-only-forensic-report-handyman-estimate-2026-08-26.md	RECONSTRUCTED_ADDED_LINES	e7f92ba296b731477255a4be2489642abbdc0d00980a9e0e72d56312a22c52e2
.lovable/plan/repair-committed-ballpark-pricing-and-clarify-scope-steps-2026-08-27.md	RECONSTRUCTED_ADDED_LINES	30b7f1178f413d108ab6679e50d07a4e92f0b1285314c7f9b75628a0d64b851a
.lovable/plan/shared-recorder-reliability-repair-2026-08-17.md	RECONSTRUCTED_ADDED_LINES	cb113c50964d8be99fcae72c6a5344c6dc68c27145debd36d335b6a01ffb0482
.lovable/plan/visionworx360-pro-forensic-salvageability-audit-2026-08-24.md	RECONSTRUCTED_ADDED_LINES	6f520858dcb3d99e887591c85a526345aa2cc233ea6fe58786dec67bea650129
.lovable/project.json	BYTE_VERIFIED	6929695c72d524a9d3123c549a2d2b111fafeabc814b10a9a3f6360714d8728e
.prettierignore	BYTE_VERIFIED	52c7c767ff0615eec4eb64cc71265877f7f423eb597d665b5e439f337c661a5a
.prettierrc	BYTE_VERIFIED	1ed88d3b99eced8dc3b6f58f26645466dd1ceaca6c5a9b818531c941ac28e55b
AGENTS.md	BYTE_VERIFIED	c8f3733c02bb0859a5fc0b6b3360cb5b5659bc28db275b294a1596412b117fca
README.md	BYTE_VERIFIED	ac8aacd1be52ecf9abc829111e14c8a2785ebfeeea626e4ef0a2894c8d6f328c
bun.lock	VERIFIED_THEN_MODIFIED_registry_urls	0a6c9046d01ac7455e4d2f6823ce7f41e8774dd5844951b8ffd90ac0247e0057
bunfig.toml	BYTE_VERIFIED	593326a0c24a3dc22eb311cd004215841034b534a349417ea2579a968cec5609
components.json	BYTE_VERIFIED	37c484818824d2521eee3367e7aa2c2abbd19635d8103d19734b6e24603d0292
docs/ENVIRONMENT_SETUP.md	RECONSTRUCTED_EDITED_whitespace_unverified	d5db905d930b59907a6c737d7f46855108896d800f8564d6b7f7df14222d5ba1
docs/SECURITY.md	RECONSTRUCTED_EDITED_whitespace_unverified	7f0e63f91294f9d899e67100cc500cd313d6f5fecd2e83816b9becd4ca8414da
docs/adr/ADR-059-generic-work-recognition.md	RECONSTRUCTED_ADDED_LINES	bbb26507c3dffa672b140213e8e24d10f8dc1de3006357debc15ed6cd8daa935
docs/adr/ADR-060-industry-standard-trade-units.md	RECONSTRUCTED_ADDED_LINES	4f48d2030f3ceec74f75c5722a1c7e9c1abcfbbbd8a2580469e6ed874f97e730
docs/architecture/ARCHITECTURE.md	BYTE_VERIFIED	6ce9d3888fdb5e8476a36604c78ef8fbd30766289da4108a949334d7bfe6a3d3
docs/build-log/BUILD_LOG.md	RECONSTRUCTED_EDITED_whitespace_unverified	d57352a45cb81e7e84961b57289d2d5a27c913b1ae7d9f5defb60572c4b2a254
docs/decisions/.gitkeep	RECONSTRUCTED_ADDED_LINES	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
docs/decisions/ADR-011-through-015-auth.md	RECONSTRUCTED_ADDED_LINES	eb925593a74e284df14a6effa8c07ac3855f805605895e8f1b4789d53bcaaf87
docs/decisions/ADR-020-through-024-platform.md	RECONSTRUCTED_ADDED_LINES	dd3646b629974ed1be5c0277fb66fc857a2e890028c16968b0ac51de3e2605cc
docs/decisions/ADR-025-through-027-runtime-config-auth.md	RECONSTRUCTED_ADDED_LINES	3e98d9426aebcc1a3e33e75c692814ae564d51031ca816db608a1625f3d4ebd6
docs/decisions/ADR-028-bilingual-project-content.md	RECONSTRUCTED_ADDED_LINES	dd1916acd71f4e7019cfd014ec0211467ae0a6b36788e6ff03023fd9f8870b23
docs/decisions/ADR-029-through-031-cost-and-product-providers.md	RECONSTRUCTED_ADDED_LINES	aa072eb5d54528ad458752f29802f3dd1eacdd6a204480f939d94053c4bbd227
docs/decisions/ADR-032-voice-first-scope-capture.md	RECONSTRUCTED_ADDED_LINES	26cfea05db015d757f6c75474fd5ebcbeaee053fd06dc2e9bc978de4f66bb990
docs/decisions/ADR-033-guided-mode-vs-advanced-edit.md	RECONSTRUCTED_ADDED_LINES	1a6c6b1eb55a46b1bc5026dd8f89d2635b7d47a0869d40fed9810ad66949ebc4
docs/decisions/ADR-034-narrative-scope-default-experience.md	RECONSTRUCTED_ADDED_LINES	cb874122f21ad712fa21167a635243e56f6f918e31431e90938996d5d06f40e6
docs/decisions/ADR-035-remote-vision-estimate.md	RECONSTRUCTED_ADDED_LINES	128923ab578a7425bf72119fd4be3c4069b726e5583026931064dc7d66cf8e68
docs/decisions/ADR-036-contractor-copilot.md	RECONSTRUCTED_ADDED_LINES	1a26c6f3ea139847ac6c7324c433507bf014fbf41beb2e54b18dc5b56ea471a3
docs/decisions/ADR-037-proposal-presentation-layer.md	RECONSTRUCTED_ADDED_LINES	5194122823cd1546c999dd5a70585c6c896bd024af447b9aac39dcc76f3a8af2
docs/decisions/ADR-038-knowledge-engine.md	RECONSTRUCTED_ADDED_LINES	c6d9e836d64a50f2d4414f6f29e3c25e93c3cb5e53e5ec2137ebdcf1b035c477
docs/decisions/ADR-041-photo-scale-inference.md	RECONSTRUCTED_ADDED_LINES	b7cf1bf2b78086de2a660e5c7cc09e9a9b26c28051bed2a918eb4b073e219187
docs/decisions/ADR-042-photo-ballpark-repair.md	RECONSTRUCTED_ADDED_LINES	c3ad4cb60e9557c8712362bc64387632cce2708b322f1f371bc27064240f28a0
docs/decisions/ADR-043-photo-estimate-intelligence.md	BYTE_VERIFIED	54243942caa8534099b14b3ad654d7b3a5fbb68fc7e64eb79e8351cd0a3100f3
docs/decisions/ADR-044-photo-assisted-ballpark-intake.md	RECONSTRUCTED_ADDED_LINES	e4e85740efc8eb994be166b6dea90addf91500bfe5bcc52fb20126daa36a4e9d
docs/decisions/ADR-047-ballpark-recalc-integrity.md	RECONSTRUCTED_ADDED_LINES	1bb088e6a96f2a95f594b18fd51384c9b6fab11308446a0700d09f53877e7475
docs/decisions/ADR-048-size-is-not-a-count.md	BYTE_VERIFIED	444a240900a8168ec1ec2e182f1bd93717ff798609300268359e1bf63845d61f
docs/decisions/ADR-050-intent-mapping-pricing-coverage.md	BYTE_VERIFIED	afd170c44db7ff3983f66ec1b4af2f37378d6f3f8db085f6c531745ed48b1075
docs/decisions/ADR-051-residential-catalog-v2.md	RECONSTRUCTED_ADDED_LINES	092bff3a3bd798d3bf985ba23caa1afbe68aa58ab225b788e94ad197c4682877
docs/decisions/ADR-052-two-estimating-modes.md	RECONSTRUCTED_ADDED_LINES	612b217b538f47ebf08ee571c32bc8517310439442200a783eaa7819068775aa
docs/decisions/ADR-053-ballpark-plausibility-and-question-priority.md	RECONSTRUCTED_ADDED_LINES	bb73ac7be016e1dbf531d33744dc673f41d599eb2419395ce90cd56c423acc85
docs/decisions/ADR-054-pricing-presentation-modes.md	RECONSTRUCTED_ADDED_LINES	d5e7b5a9d3183e71ad0d24d41452ca8b5eba7bfae9f2ea42f613fb674b920256
docs/decisions/ADR-055-internal-labor-hour-estimating.md	RECONSTRUCTED_ADDED_LINES	82a6ac17f2c65923ec8e4b1c0d02b061c593d5fda515c60a9edc3e6e0172af0a
docs/decisions/ADR-056-scope-sanity-check-and-labor-rounding.md	RECONSTRUCTED_ADDED_LINES	bcca334c41c4ea33fd5692611d131b4fc222cf9542852c16279daf6127099f10
docs/decisions/ADR-057-scope-grounding-and-sanity-gate.md	RECONSTRUCTED_ADDED_LINES	7f56849cbb1e949383cf678dd19bfbb7fc7660e4a17bf37e5abe20bca9754417
docs/decisions/ADR-058-run-geometry-authority.md	RECONSTRUCTED_ADDED_LINES	161b4c8b0d45d0da8755544af9887dd82fdccee6ebcc3d82206c42c317c9e3a5
docs/decisions/ADR-061-pricing-method.md	BYTE_VERIFIED	9316f85f391fe90c307ba887c7d91173d5907c617dcce2f8deedaee39fb0448d
docs/decisions/ADR-062-one-canonical-cost-pipeline.md	RECONSTRUCTED_ADDED_LINES	6c17ec0b21659cd9b909516e58ceea3a399b7aea14e91b7259e7c84d9d773485
docs/decisions/ADR-064-multimodal-project-understanding.md	RECONSTRUCTED_ADDED_LINES	3d81a311423d449b41ee552fb71a6ff63017f62ffdf0e7c650dbf1eb40ccfa1a
docs/decisions/ADR-065-improve-accuracy-stays-canonical.md	RECONSTRUCTED_ADDED_LINES	c82ff5a67d7102a653dbd01dff82e3cb1b81aed6562dcb1051f7919f0a26674e
docs/decisions/ADR-066-one-band-writer-and-priced-line-invariants.md	BYTE_VERIFIED	81a68c95af293d7e6dff84c873388456b404aecd1c7eabf7152b7b85cbead7dc
docs/handyman-coverage.md	RECONSTRUCTED_ADDED_LINES	bb7f224f9527f086285da6a683854e1918cb4527eeb84edd467de96a082a6ea4
docs/qa/.gitkeep	RECONSTRUCTED_ADDED_LINES	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
docs/qa/regression-policy.md	RECONSTRUCTED_ADDED_LINES	40bfb4650108883e9bd39c4bfb0c77d707acea9ebde913e45eccb54957212665
eslint.config.js	BYTE_VERIFIED	3266245a1ff610a0b37dbb8b8c77b93a125e0d8758b9838cfd04b2e0a1397d56
package.json	BYTE_VERIFIED	6626bc02d4f384ffe397a1612ac7576ce098a446647f0d4445ebfe67e68be9ae
public/favicon.ico	MISSING_BINARY_UNRETRIEVABLE	-
roadmap.md	RECONSTRUCTED_ADDED_LINES	bbd69520282dfc52d28d4f0a67b83fa3edcf79a90e324c9658c2dcd9a54ae206
scratch/ballpark.ts	BYTE_VERIFIED	65d0d2068dcc9d0bfc18d03fdffd9f98d046aa6ec57751de3661857d9c1cac26
scratch/find.ts	RECONSTRUCTED_ADDED_LINES	6f8723e39a17182cb7ea1bd10d434bdea8d795bb39a53a457cbaa9c21b6f1034
scratch/finish.ts	RECONSTRUCTED_ADDED_LINES	305f0a33b929428dd47961b700ffe9024b1c4383f0f7088144ebc8392cf7f57e
scratch/hmprobe.ts	RECONSTRUCTED_ADDED_LINES	857ec02ba09c8835b1ef818e9e796d8af1ff4654fe16426989dab70cd246c30c
scratch/hmprobe2.ts	BYTE_VERIFIED	b73fab1f1b24d4d2bebf187ab38cc1cad17db097fa780b65161828640da3ae02
scratch/hmprobe3.ts	RECONSTRUCTED_ADDED_LINES	33cee84c0d1c6562949530dfbffaffa52fe0986085f48530e7b7b7e45fb52ca0
scratch/materializePembroke.ts	RECONSTRUCTED_ADDED_LINES	e8bee49e8f5be768bcbe6551ff672352f3e2e11f8550620efbf4377e145202df
scratch/materializeTrade.ts	BYTE_VERIFIED	1e4a0c0c9a92da8668fda1d39d4184b4149a071d41bdbc4c503f30844c6771d4
scratch/probe.ts	RECONSTRUCTED_ADDED_LINES	98436fcf97887195c0551d45cd20d2e05d35d86a77ae84f58461e50805a4ad01
scratch/regen.ts	RECONSTRUCTED_ADDED_LINES	2ef25af6955edcc3cee72323e5af6c1af5f1c17b937d1874e9c3d0624e8c1a38
scratch/rerun.ts	RECONSTRUCTED_ADDED_LINES	7b5c7ce433aaa72367c59462aa3493c5adf69c3fab77f21271cea3bcfd269a0a
scratch/rerun2.ts	RECONSTRUCTED_ADDED_LINES	f9f48123459afb26eb76000a4a43f4d5b4e0eb634958825272bf84b5f560f003
scratch/rerun3.ts	RECONSTRUCTED_ADDED_LINES	97aa961e76a3816cb479fcd421a6e3aa856e8890289115d644ca971e41a115b4
scratch/session.ts	RECONSTRUCTED_ADDED_LINES	1eb5dfa78a3e9d5a36f8799e20d603079422531749abf9c84478883850c16ac7
scripts/generate-catalog-v2-aliases.mjs	BYTE_VERIFIED	50bae751f431749860b62e1b6cd14ae064be899583a2be8c935e84d90daa1adc
scripts/generate-catalog-v2.mjs	RECONSTRUCTED_ADDED_LINES	a600ccf5028a7452e0a3d4fc48e710ec8dbc8dca4baaf9ff6f6e5787a1c7100d
scripts/generate-intent-alias-seed.ts	RECONSTRUCTED_ADDED_LINES	3b728cb466a23a15bc04b0759db38104a38237d574fdea173948a871618d32eb
scripts/generate-knowledge-base-seed.mjs	RECONSTRUCTED_EDITED_whitespace_unverified	fdaf3c063c31dc87e3193856008a918cfd50ea7cf37b30f761a2ccb90f2eea90
scripts/preview-smoke.mjs	RECONSTRUCTED_ADDED_LINES	a49735e42995817fc2dccf1fe1a390cc17bfe4ce246c2e16c261db6e83bbb449
src/app/AppErrorBoundary.tsx	BYTE_VERIFIED	a35101e8fc5f6b33a4782506b338ebf3314dd2fcfab243c307fc542c5466df27
src/app/providers.tsx	RECONSTRUCTED_ADDED_LINES	a03e8d041cad2dca6a9d5fa1abc7d4d3eca84317018220fe3076429196743bf5
src/assets/homeworx360-logo.png.asset.json	RECONSTRUCTED_ADDED_LINES	ccf8f835479c92ffa7875cfce1779969232027f153eb91db92e933f28f349bfe
src/assets/visionworx360-logo.png.asset.json	RECONSTRUCTED_ADDED_LINES	d0980df1ee8c32f92835070a9b31169ccc58b93ba9accfbda28460ad232d958e
src/components/brand/BrandMark.tsx	RECONSTRUCTED_EDITED_whitespace_unverified	f33286ae18d9b1f2f479bb0e09f079cbefcfcffb06bb6f4ace13ad4cf9c5c04f
src/components/confidence/ConfidenceBadge.tsx	RECONSTRUCTED_ADDED_LINES	e757e08756a54d9c56ddedb2746736d9895c613dea937c0dfa4284db1fbde96f
src/components/estimating/ContractorBreakdownPanel.tsx	RECONSTRUCTED_EDITED_whitespace_unverified	10538f4b4601f7cce5c9f2941adde30adf4d59a306cc14d9aea8595a44cd3c06
src/components/feedback/EmptyState.tsx	RECONSTRUCTED_ADDED_LINES	3308af9440c0dd9915483eb652683007e919c7bcf7ec89df09179f510e1be439
src/components/feedback/FullPageError.tsx	RECONSTRUCTED_ADDED_LINES	319ac3e9c01beb1c2037326c1af448f9f7968a4a4baa41852427e0d6e5615a53
src/components/feedback/InlineError.tsx	RECONSTRUCTED_EDITED_whitespace_unverified	0b33af861d572ab4968b9b214baed3f110329ec4290520610afa9a477f60e7fd
src/components/feedback/LoadingSkeleton.tsx	RECONSTRUCTED_ADDED_LINES	c35d3343197249e311ec0c1c95891662f7dc899d8bb30c26ef35922ebbf36c86
src/components/feedback/LoadingSpinner.tsx	RECONSTRUCTED_ADDED_LINES	645ad1d15e11540e536dc5eae52984192c62ce18515bb3630e77b287e7ad2b11
src/components/feedback/Notice.tsx	RECONSTRUCTED_ADDED_LINES	b55aa2ecae1ac5bc27d4335b323d1528a650120856a7329e3711d36b6f1e70a6
src/components/feedback/OfflineBanner.tsx	RECONSTRUCTED_ADDED_LINES	a56a02e40a5f92f75742b7440cf9369df2ecb35823442bbc73ed43309c146a77
src/components/feedback/RetryPanel.tsx	RECONSTRUCTED_ADDED_LINES	f67814fe538655658ca79fedefba336a012b92846229f358ddd3c8a81473016d
src/components/i18n/LanguageSwitcher.tsx	BYTE_VERIFIED	06ca6ff258dcf22d26363aba907bfb03b5796b2f7a9dfa2fabe75e45a2145f48
src/components/inputs/CurrencyInput.test.tsx	RECONSTRUCTED_ADDED_LINES	e73625feaf28985fc2bc5403c1bd67648ffff46c6f0a692c643d2d4593768aa6
src/components/inputs/CurrencyInput.tsx	RECONSTRUCTED_ADDED_LINES	0dd0b54b011b3565d36cc56c877808d0cf9145fe181e8ebe6729a40c2c61507f
src/components/inputs/MeasurementInput.tsx	RECONSTRUCTED_ADDED_LINES	2f2e84b3b2ab3f5d37c55523a9de8541d719eb13a4fb0e4d40434a515bbac5c5
src/components/navigation/AppShell.tsx	RECONSTRUCTED_ADDED_LINES	a1a6e3e8ba7bacda16640741c775b39d50cf29e5fa2281db694ba0d102e805a9
src/components/navigation/workspaceBack.tsx	RECONSTRUCTED_ADDED_LINES	9a152d58517ba2ec648a2554c96cbab7b7ea2f2a1b04cd11947c91f4d4680681
src/components/shared/FormattedValue.tsx	RECONSTRUCTED_EDITED_whitespace_unverified	2eda835f92f5d8c56ea48f39641e3590ef4342b23494dd4b63ed041d0928e493
src/components/ui/accordion.tsx	BYTE_VERIFIED	0903efcd7b746eef0a10c954a541b0dfa7aa1172f3c380a1a88f4e19a317fda3
src/components/ui/alert-dialog.tsx	BYTE_VERIFIED	d10f7b8dfd084c6e75b65259026220adcd36eb8c54bcb76847bf387f86e34220
src/components/ui/alert.tsx	BYTE_VERIFIED	e7f4c2e6f78c59270905b4152b7d3ef4d5c6b9e3b2d370daa7b301aa7cbd27b3
src/components/ui/aspect-ratio.tsx	BYTE_VERIFIED	d72c73d629e37995a0a71647d851d68d6fdcd7ec120797f36ab83a8ee89f2cab
src/components/ui/avatar.tsx	BYTE_VERIFIED	0326c9041c5a0b1ba31ff29822c51950b6aeac485cd0985e7df714741a54e7f4
src/components/ui/badge.tsx	BYTE_VERIFIED	6519775252fe729f21c60b92c7c9feefd1fe7d0a8c2cf16d6f1c2fa7e153fe75
src/components/ui/breadcrumb.tsx	BYTE_VERIFIED	d5224e87344b3ac0f8b002e5dda6a71ff8fee296db8a5fbe6b034d06bd5c2ae1
src/components/ui/button.tsx	BYTE_VERIFIED	05f6784319da5e32d85a0cc8efcb182db55bd0940bb173dcd61442700bebdf32
src/components/ui/calendar.tsx	BYTE_VERIFIED	3205837b76f652de06126eb65ab7af601013ca989025cd21ed4cda33bd780b46
src/components/ui/card.tsx	BYTE_VERIFIED	5a25f8ed1fdc053ebd31a84c5665e3c5c18d27eac64ff6253e5a6fa12a38b141
src/components/ui/carousel.tsx	BYTE_VERIFIED	568e00e8edbfab8af67ee902ca9ef5ceb6d5ed6f3045e7f9b3c15b4f7ef9e974
src/components/ui/chart.tsx	BYTE_VERIFIED	81b1f692f9334ba3030213ff37eeaf2dd762b644e5d96e51ada7072109f07430
src/components/ui/checkbox.tsx	BYTE_VERIFIED	e45882401434642c9251ba6e5e4b5ef9f98d810c2989bf2d6ec7b2164dff0fc9
src/components/ui/collapsible.tsx	BYTE_VERIFIED	5f0a45d8f6ca72d37ed10bf0a85306158b67d7cbc386319186ce013ead9bc0a6
src/components/ui/command.tsx	BYTE_VERIFIED	ba8c0f8b23044ce9a5066e66d7ab7be3a3c79bfc4a0ab7dfae6ffafe439145a3
src/components/ui/context-menu.tsx	BYTE_VERIFIED	9ba8c0fc29c25f440a1d8806e16d42c1083e9909e7ed1f1b9b0deb2ae00e1d13
src/components/ui/dialog.tsx	BYTE_VERIFIED	b424511ca6a1fcd1fd7c7e97e86a58a61dd401a5f2352a32a79a9d0d1b18324c
src/components/ui/drawer.tsx	BYTE_VERIFIED	478c487f66245641d5fa0f0d1c53a07d68bd60c4b3c497ec4c41ce08b482e14b
src/components/ui/dropdown-menu.tsx	BYTE_VERIFIED	20e23bd4a224864b72ea1f2dadfdee545b7f66ffeccdd6a3493a9a940cc2a174
src/components/ui/form.tsx	BYTE_VERIFIED	1ed53d4ab564a64708938643de590f2bef3718b0b2a309c1019c57e9c1fde23f
src/components/ui/hover-card.tsx	BYTE_VERIFIED	69dc172ece56ac77bf3a044a1cd60ed601b0041945d16b5da4c6cc4f42116988
src/components/ui/input-otp.tsx	BYTE_VERIFIED	9b94ff8e296ba320ebec6550e0fd1a9763132d7edfa4cac842d4ca926dd5f2e3
src/components/ui/input.tsx	BYTE_VERIFIED	a634e1b653a9b8a087b39f9b779d4a8bef01150bc9bb3f70bc41e0c93a5d9362
src/components/ui/label.tsx	BYTE_VERIFIED	9f72e2ecf16206593aa9e3c4fbc14cd8e81aa8488d57d92d4a950b30935a9fa9
src/components/ui/menubar.tsx	BYTE_VERIFIED	e8a3269de7348e04dc1335cf6227bdcdaf2649484da4654f6a6b20f1c8423a84
src/components/ui/navigation-menu.tsx	BYTE_VERIFIED	755aecc77b7911ab61159c9fbb9b25254009eb4c32c95b1430b6b5b7d37ed8f0
src/components/ui/pagination.tsx	BYTE_VERIFIED	cbe8559c578ee2d34c7daef5ee75dc3afeb795851e294b111dec375ba44a9a2d
src/components/ui/popover.tsx	BYTE_VERIFIED	861c18577ea5988c6f5ca00d1c677200319fd427cf8b424e59a5cca6ff24f830
src/components/ui/progress.tsx	BYTE_VERIFIED	418f612946a520d1380b7a0d058185bb6a6d09846846dd6d6904a0016152dd4a
src/components/ui/radio-group.tsx	BYTE_VERIFIED	8c55aa0496b00a27fc4f609ca8b43a7e82c6802f6bf613998438b7632899fa96
src/components/ui/resizable.tsx	BYTE_VERIFIED	f0399fec7bc334f06433b41b6ebf34255942ce4916b99173898893fa7fcc8281
src/components/ui/scroll-area.tsx	BYTE_VERIFIED	b607f562455152a079d70a22538c95072b0267e0d59a1a1cf16a905a2e373a6f
src/components/ui/select.tsx	BYTE_VERIFIED	e8ce18b5558eca991e2e40a2b338d5609ed2cf411f0eabce23bcb445d5901dcb
src/components/ui/separator.tsx	BYTE_VERIFIED	bf5838b692e5f74fde7083280b99492dd402bce6966e912e79f5e23f14bc98eb
src/components/ui/sheet.tsx	BYTE_VERIFIED	0629ac492d1bc50db7b94c78d8b69928e56a2ca4ae3e5e8818e1adea007502a2
src/components/ui/sidebar.tsx	BYTE_VERIFIED	9f44f4523271f965adec608ae1c3b8a2f350f2f45ba1401a2c7ee33bc5eda238
src/components/ui/skeleton.tsx	BYTE_VERIFIED	f4c42257d73925b0b856a3500e2cbdd918fe6744fcd6be87ef28bb88e7eb7366
src/components/ui/slider.tsx	BYTE_VERIFIED	d307cf3ff05b54be4a04389ef4379f9e8b4dc49720197937991ce843a8d4b5ec
src/components/ui/sonner.tsx	BYTE_VERIFIED	3ad40f66c339e799b1a57c00e10b4627294c7d580d99d8a48ae0d8d4c13cf931
src/components/ui/switch.tsx	BYTE_VERIFIED	03f71783fd635748b8dc2fcad3f80041c75a35e9ffe9181154cff953e05ee4da
src/components/ui/table.tsx	BYTE_VERIFIED	1e945e564c2cc5ca3ef33019ba7da7a8b94cbc73feb3cbc2b7b33c36ea648d92
src/components/ui/tabs.tsx	BYTE_VERIFIED	46eb1cbc91a8d756c66250d5ee6e792b1a2bbe7a35dbc36d748ccf5c1439bfad
src/components/ui/textarea.tsx	BYTE_VERIFIED	957ddae663a56c393d40578329078cb16c5e29ac98398c4985a4a503e4c10427
src/components/ui/toggle-group.tsx	BYTE_VERIFIED	d59cd3937c967a3e221fdfcfe4ea5cd57eb97cbe37e1ac98126664c9c7db49c1
src/components/ui/toggle.tsx	BYTE_VERIFIED	62e6e21993f1ab633b9f830cbbf0c181f3d161bae3a7792dbf2d842d42a2f09c
src/components/ui/tooltip.tsx	BYTE_VERIFIED	9682690fc3755d0f4b8684f2d7b1f77945876d41a45b723d0761b26804ad5010
src/components/voice/VoiceActionButton.tsx	RECONSTRUCTED_ADDED_LINES	8304b6fa5baf8b33a55c899aa45cacf1fc450b8f7049a562794d6b7d671cc102
src/config/pilot.ts	RECONSTRUCTED_ADDED_LINES	7cf41e598e6380c0185d54545c9e221d0e3c1b649217c0f07899b93975c7d9c0
src/domains/README.md	RECONSTRUCTED_ADDED_LINES	b70ab71b24db2d8d5f2c3059a8861910dcd00e7c695d2b5017a1408954a560a1
src/domains/ballpark/__tests__/ballpark.test.ts	RECONSTRUCTED_ADDED_LINES	ebc532155ad6896538fd687c31ac9d6955dd42929417afb8d34eb850aebba584
src/domains/ballpark/__tests__/ballparkEngineVersion.test.ts	RECONSTRUCTED_EDITED_whitespace_unverified	c0c656061ba7a894d4903b53e10eeec09dfafe37e290b5a8f4a246eecb39a010
src/domains/ballpark/__tests__/ballparkPreviewAndParsing.test.ts	RECONSTRUCTED_EDITED_whitespace_unverified	db92d821ce9438e9449a4be163a06fc0d91f0a74e63a0901769ca471d833c1ef
src/domains/ballpark/__tests__/ballparkRefinement.test.ts	RECONSTRUCTED_EDITED_whitespace_unverified	4573017b3b9c611fc9bc8840323673dd0a0b73b4814954b98858296287465ac6
src/domains/ballpark/__tests__/garageWorkflow.test.ts	RECONSTRUCTED_EDITED_whitespace_unverified	c5360a7f754973c2e73feafcb65ebb0039fdecc80de51ba57f755321202aba1c
src/domains/ballpark/__tests__/kitchenCabinetJob.test.ts	RECONSTRUCTED_ADDED_LINES	f707a05504a2ad4bb05fe76e8626c0e8b5da7db6633dfe2a89557d6f85341e70
src/domains/ballpark/__tests__/multiInput.test.ts	RECONSTRUCTED_EDITED_whitespace_unverified	93606b29a1ea3ea131b027cd171e220657953e0e0a83db4319c71c37048948e2
src/domains/ballpark/__tests__/persistence.test.ts	RECONSTRUCTED_ADDED_LINES	b16d8ac015ac40da2b9ac8ddf1d2b76e45ff67ba81b4f93857f4d5689c652834
src/domains/ballpark/__tests__/photoAnalysis.test.ts	RECONSTRUCTED_ADDED_LINES	ca19650b325016e82439f25643128de4298ee751c70ddebcee7dc67265c40310
src/domains/ballpark/__tests__/photoGuards.test.ts	RECONSTRUCTED_ADDED_LINES	9a8131718df6482bdb5b6d2af1ab9618d09d1f4672898b519613a91092424b8d
src/domains/ballpark/__tests__/photoInference.test.ts	RECONSTRUCTED_ADDED_LINES	96209d3bf72276af051a8872fb6faf9c09ca101310a503b55b47ebddb20cdc33
src/domains/ballpark/__tests__/provisionalAllowances.test.ts	RECONSTRUCTED_EDITED_whitespace_unverified	6ce1b5b5cb5811c45f2190b583a29ecd47483cf028d60a21ca03b2a28a7a381b
